image,dmos,reference,noise
I60_03_01.png,4.63,I60.png,3
I60_03_02.png,4.7,I60.png,3
I60_03_03.png,3.13,I60.png,3
I60_03_04.png,2.77,I60.png,3
I60_03_05.png,1.97,I60.png,3
I61_03_01.png,4.43,I61.png,3
I61_03_02.png,4.03,I61.png,3
I61_03_03.png,2.37,I61.png,3
I61_03_04.png,2,I61.png,3
I61_03_05.png,1.45,I61.png,3
I62_03_01.png,4.27,I62.png,3
I62_03_02.png,3.47,I62.png,3
I62_03_03.png,2.3,I62.png,3
I62_03_04.png,1.8,I62.png,3
I62_03_05.png,1.47,I62.png,3
I63_03_01.png,4.5,I63.png,3
I63_03_02.png,3.83,I63.png,3
I63_03_03.png,2.77,I63.png,3
I63_03_04.png,1.83,I63.png,3
I63_03_05.png,1.5,I63.png,3
I64_03_01.png,4.67,I64.png,3
I64_03_02.png,4.07,I64.png,3
I64_03_03.png,2.9,I64.png,3
I64_03_04.png,2.17,I64.png,3
I64_03_05.png,1.77,I64.png,3
I65_03_01.png,4.7,I65.png,3
I65_03_02.png,4,I65.png,3
I65_03_03.png,2.6,I65.png,3
I65_03_04.png,1.87,I65.png,3
I65_03_05.png,1.5,I65.png,3
I66_03_01.png,4.63,I66.png,3
I66_03_02.png,4.1,I66.png,3
I66_03_03.png,2.83,I66.png,3
I66_03_04.png,2.23,I66.png,3
I66_03_05.png,1.5,I66.png,3
I67_03_01.png,4.5,I67.png,3
I67_03_02.png,4.37,I67.png,3
I67_03_03.png,2.7,I67.png,3
I67_03_04.png,2.5,I67.png,3
I67_03_05.png,1.63,I67.png,3
I68_03_01.png,4.57,I68.png,3
I68_03_02.png,4.1,I68.png,3
I68_03_03.png,2.43,I68.png,3
I68_03_04.png,2,I68.png,3
I68_03_05.png,1.4,I68.png,3
I69_03_01.png,4.5,I69.png,3
I69_03_02.png,4.1,I69.png,3
I69_03_03.png,3.3,I69.png,3
I69_03_04.png,2.4,I69.png,3
I69_03_05.png,1.87,I69.png,3
I70_03_01.png,4.63,I70.png,3
I70_03_02.png,4.5,I70.png,3
I70_03_03.png,2.93,I70.png,3
I70_03_04.png,2.17,I70.png,3
I70_03_05.png,1.73,I70.png,3
I71_03_01.png,4.47,I71.png,3
I71_03_02.png,3.3,I71.png,3
I71_03_03.png,2.87,I71.png,3
I71_03_04.png,2.03,I71.png,3
I71_03_05.png,1.5,I71.png,3
I72_03_01.png,4.53,I72.png,3
I72_03_02.png,4.07,I72.png,3
I72_03_03.png,2.93,I72.png,3
I72_03_04.png,1.9,I72.png,3
I72_03_05.png,1.5,I72.png,3
I73_03_01.png,4.63,I73.png,3
I73_03_02.png,4.43,I73.png,3
I73_03_03.png,3.37,I73.png,3
I73_03_04.png,2.2,I73.png,3
I73_03_05.png,1.77,I73.png,3
I74_03_01.png,4.57,I74.png,3
I74_03_02.png,4.33,I74.png,3
I74_03_03.png,3,I74.png,3
I74_03_04.png,2.27,I74.png,3
I74_03_05.png,1.73,I74.png,3
I75_03_01.png,4.5,I75.png,3
I75_03_02.png,3.97,I75.png,3
I75_03_03.png,2.57,I75.png,3
I75_03_04.png,2.03,I75.png,3
I75_03_05.png,1.8,I75.png,3
I76_03_01.png,4.7,I76.png,3
I76_03_02.png,3.83,I76.png,3
I76_03_03.png,2.53,I76.png,3
I76_03_04.png,1.83,I76.png,3
I76_03_05.png,1.63,I76.png,3
I77_03_01.png,4.65,I77.png,3
I77_03_02.png,4.07,I77.png,3
I77_03_03.png,2.77,I77.png,3
I77_03_04.png,2.07,I77.png,3
I77_03_05.png,1.57,I77.png,3
I78_03_01.png,4.67,I78.png,3
I78_03_02.png,4.48,I78.png,3
I78_03_03.png,2.87,I78.png,3
I78_03_04.png,2.13,I78.png,3
I78_03_05.png,2.1,I78.png,3
I79_03_01.png,4.53,I79.png,3
I79_03_02.png,4.23,I79.png,3
I79_03_03.png,3.3,I79.png,3
I79_03_04.png,2.97,I79.png,3
I79_03_05.png,2.07,I79.png,3
I80_03_01.png,4.5,I80.png,3
I80_03_02.png,4.3,I80.png,3
I80_03_03.png,3.13,I80.png,3
I80_03_04.png,2.73,I80.png,3
I80_03_05.png,1.9,I80.png,3
I81_03_01.png,4.8,I81.png,3
I81_03_02.png,4.27,I81.png,3
I81_03_03.png,2.6,I81.png,3
I81_03_04.png,2.17,I81.png,3
I81_03_05.png,1.53,I81.png,3
I01_09_01.png,4.6,I01.png,9
I01_09_02.png,4.67,I01.png,9
I01_09_03.png,4.4,I01.png,9
I01_09_04.png,2.9,I01.png,9
I01_09_05.png,1.37,I01.png,9
I02_09_01.png,4.57,I02.png,9
I02_09_02.png,3.73,I02.png,9
I02_09_03.png,3.07,I02.png,9
I02_09_04.png,1.53,I02.png,9
I02_09_05.png,1.27,I02.png,9
I03_09_01.png,4.4,I03.png,9
I03_09_02.png,3.6,I03.png,9
I03_09_03.png,3.1,I03.png,9
I03_09_04.png,1.77,I03.png,9
I03_09_05.png,1.1,I03.png,9
I04_09_01.png,4.6,I04.png,9
I04_09_02.png,4.4,I04.png,9
I04_09_03.png,4.07,I04.png,9
I04_09_04.png,1.73,I04.png,9
I04_09_05.png,1.23,I04.png,9
I05_09_01.png,4.3,I05.png,9
I05_09_02.png,2.6,I05.png,9
I05_09_03.png,2.37,I05.png,9
I05_09_04.png,1.57,I05.png,9
I05_09_05.png,1.23,I05.png,9
I06_09_01.png,4.43,I06.png,9
I06_09_02.png,4.37,I06.png,9
I06_09_03.png,4.5,I06.png,9
I06_09_04.png,3.63,I06.png,9
I06_09_05.png,1.9,I06.png,9
I07_09_01.png,4.73,I07.png,9
I07_09_02.png,4.63,I07.png,9
I07_09_03.png,4.63,I07.png,9
I07_09_04.png,3.6,I07.png,9
I07_09_05.png,1.7,I07.png,9
I08_09_01.png,4.5,I08.png,9
I08_09_02.png,4.73,I08.png,9
I08_09_03.png,4.63,I08.png,9
I08_09_04.png,3.53,I08.png,9
I08_09_05.png,1.57,I08.png,9
I09_09_01.png,4.1,I09.png,9
I09_09_02.png,3.33,I09.png,9
I09_09_03.png,2.63,I09.png,9
I09_09_04.png,1.77,I09.png,9
I09_09_05.png,1.17,I09.png,9
I10_09_01.png,4.7,I10.png,9
I10_09_02.png,4.47,I10.png,9
I10_09_03.png,4.03,I10.png,9
I10_09_04.png,1.97,I10.png,9
I10_09_05.png,1.13,I10.png,9
I11_09_01.png,4.63,I11.png,9
I11_09_02.png,4.27,I11.png,9
I11_09_03.png,4.1,I11.png,9
I11_09_04.png,2.27,I11.png,9
I11_09_05.png,1.4,I11.png,9
I12_09_01.png,4.13,I12.png,9
I12_09_02.png,3.07,I12.png,9
I12_09_03.png,2.6,I12.png,9
I12_09_04.png,1.43,I12.png,9
I12_09_05.png,1.1,I12.png,9
I13_09_01.png,4.53,I13.png,9
I13_09_02.png,4.7,I13.png,9
I13_09_03.png,4.48,I13.png,9
I13_09_04.png,3.53,I13.png,9
I13_09_05.png,1.73,I13.png,9
I14_09_01.png,4.53,I14.png,9
I14_09_02.png,4.1,I14.png,9
I14_09_03.png,3.83,I14.png,9
I14_09_04.png,2.37,I14.png,9
I14_09_05.png,1.47,I14.png,9
I15_09_01.png,4.23,I15.png,9
I15_09_02.png,3.8,I15.png,9
I15_09_03.png,3.43,I15.png,9
I15_09_04.png,1.97,I15.png,9
I15_09_05.png,1.23,I15.png,9
I16_09_01.png,4.63,I16.png,9
I16_09_02.png,4.23,I16.png,9
I16_09_03.png,4,I16.png,9
I16_09_04.png,1.61,I16.png,9
I16_09_05.png,1.17,I16.png,9
I17_09_01.png,4.67,I17.png,9
I17_09_02.png,3.13,I17.png,9
I17_09_03.png,2.63,I17.png,9
I17_09_04.png,1.47,I17.png,9
I17_09_05.png,1.13,I17.png,9
I18_09_01.png,4.4,I18.png,9
I18_09_02.png,4.43,I18.png,9
I18_09_03.png,4.27,I18.png,9
I18_09_04.png,2.97,I18.png,9
I18_09_05.png,1.57,I18.png,9
I19_09_01.png,4.63,I19.png,9
I19_09_02.png,4.37,I19.png,9
I19_09_03.png,4.33,I19.png,9
I19_09_04.png,3.37,I19.png,9
I19_09_05.png,1.73,I19.png,9
I20_09_01.png,4.53,I20.png,9
I20_09_02.png,4.4,I20.png,9
I20_09_03.png,3.8,I20.png,9
I20_09_04.png,2.3,I20.png,9
I20_09_05.png,1.37,I20.png,9
I21_09_01.png,4.6,I21.png,9
I21_09_02.png,3.43,I21.png,9
I21_09_03.png,2.17,I21.png,9
I21_09_04.png,1.87,I21.png,9
I21_09_05.png,1.27,I21.png,9
I22_09_01.png,4.73,I22.png,9
I22_09_02.png,4.53,I22.png,9
I22_09_03.png,4.77,I22.png,9
I22_09_04.png,2.97,I22.png,9
I22_09_05.png,1.63,I22.png,9
I23_09_01.png,4.67,I23.png,9
I23_09_02.png,3.8,I23.png,9
I23_09_03.png,3.13,I23.png,9
I23_09_04.png,2,I23.png,9
I23_09_05.png,1.23,I23.png,9
I24_09_01.png,4.37,I24.png,9
I24_09_02.png,4.19,I24.png,9
I24_09_03.png,4.2,I24.png,9
I24_09_04.png,2.13,I24.png,9
I24_09_05.png,1.4,I24.png,9
I25_09_01.png,4.7,I25.png,9
I25_09_02.png,4.6,I25.png,9
I25_09_03.png,4.2,I25.png,9
I25_09_04.png,3.03,I25.png,9
I25_09_05.png,1.53,I25.png,9
I26_09_01.png,4.57,I26.png,9
I26_09_02.png,4.63,I26.png,9
I26_09_03.png,4.3,I26.png,9
I26_09_04.png,2.67,I26.png,9
I26_09_05.png,1.57,I26.png,9
I27_09_01.png,4.47,I27.png,9
I27_09_02.png,4.23,I27.png,9
I27_09_03.png,4.27,I27.png,9
I27_09_04.png,2.37,I27.png,9
I27_09_05.png,1.17,I27.png,9
I28_09_01.png,4.4,I28.png,9
I28_09_02.png,4.23,I28.png,9
I28_09_03.png,4.47,I28.png,9
I28_09_04.png,3,I28.png,9
I28_09_05.png,1.4,I28.png,9
I29_09_01.png,4.67,I29.png,9
I29_09_02.png,4.77,I29.png,9
I29_09_03.png,4.57,I29.png,9
I29_09_04.png,4.23,I29.png,9
I29_09_05.png,2.73,I29.png,9
I30_09_01.png,4.68,I30.png,9
I30_09_02.png,4.6,I30.png,9
I30_09_03.png,4.73,I30.png,9
I30_09_04.png,3.7,I30.png,9
I30_09_05.png,1.73,I30.png,9
I31_09_01.png,4.47,I31.png,9
I31_09_02.png,4.23,I31.png,9
I31_09_03.png,3.97,I31.png,9
I31_09_04.png,2.47,I31.png,9
I31_09_05.png,1.5,I31.png,9
I32_09_01.png,4.47,I32.png,9
I32_09_02.png,4.27,I32.png,9
I32_09_03.png,3.87,I32.png,9
I32_09_04.png,2.1,I32.png,9
I32_09_05.png,1.23,I32.png,9
I33_09_01.png,4.5,I33.png,9
I33_09_02.png,3.97,I33.png,9
I33_09_03.png,3.87,I33.png,9
I33_09_04.png,1.83,I33.png,9
I33_09_05.png,1.33,I33.png,9
I34_09_01.png,4.6,I34.png,9
I34_09_02.png,4.23,I34.png,9
I34_09_03.png,3.9,I34.png,9
I34_09_04.png,2.58,I34.png,9
I34_09_05.png,1.2,I34.png,9
I35_09_01.png,4.77,I35.png,9
I35_09_02.png,4.73,I35.png,9
I35_09_03.png,4,I35.png,9
I35_09_04.png,2.53,I35.png,9
I35_09_05.png,1.3,I35.png,9
I36_09_01.png,4.8,I36.png,9
I36_09_02.png,4.27,I36.png,9
I36_09_03.png,3.67,I36.png,9
I36_09_04.png,1.97,I36.png,9
I36_09_05.png,1.43,I36.png,9
I37_09_01.png,4.47,I37.png,9
I37_09_02.png,3.93,I37.png,9
I37_09_03.png,3.3,I37.png,9
I37_09_04.png,2.23,I37.png,9
I37_09_05.png,1.17,I37.png,9
I38_09_01.png,4.77,I38.png,9
I38_09_02.png,4.77,I38.png,9
I38_09_03.png,4.53,I38.png,9
I38_09_04.png,3.7,I38.png,9
I38_09_05.png,1.83,I38.png,9
I39_09_01.png,4.74,I39.png,9
I39_09_02.png,4.27,I39.png,9
I39_09_03.png,4,I39.png,9
I39_09_04.png,2.13,I39.png,9
I39_09_05.png,1.27,I39.png,9
I40_09_01.png,4.2,I40.png,9
I40_09_02.png,3.33,I40.png,9
I40_09_03.png,3,I40.png,9
I40_09_04.png,1.5,I40.png,9
I40_09_05.png,1.23,I40.png,9
I41_09_01.png,4.67,I41.png,9
I41_09_02.png,4.4,I41.png,9
I41_09_03.png,3.97,I41.png,9
I41_09_04.png,1.83,I41.png,9
I41_09_05.png,1.4,I41.png,9
I42_09_01.png,4.73,I42.png,9
I42_09_02.png,4.23,I42.png,9
I42_09_03.png,3.83,I42.png,9
I42_09_04.png,2.39,I42.png,9
I42_09_05.png,1.23,I42.png,9
I43_09_01.png,4.87,I43.png,9
I43_09_02.png,4.73,I43.png,9
I43_09_03.png,4.37,I43.png,9
I43_09_04.png,3.3,I43.png,9
I43_09_05.png,1.53,I43.png,9
I44_09_01.png,4.73,I44.png,9
I44_09_02.png,4.57,I44.png,9
I44_09_03.png,4.4,I44.png,9
I44_09_04.png,3.1,I44.png,9
I44_09_05.png,1.33,I44.png,9
I45_09_01.png,4.5,I45.png,9
I45_09_02.png,4.47,I45.png,9
I45_09_03.png,3.23,I45.png,9
I45_09_04.png,2.03,I45.png,9
I45_09_05.png,1.13,I45.png,9
I46_09_01.png,4.53,I46.png,9
I46_09_02.png,4.1,I46.png,9
I46_09_03.png,3.67,I46.png,9
I46_09_04.png,1.97,I46.png,9
I46_09_05.png,1.17,I46.png,9
I47_09_01.png,4.67,I47.png,9
I47_09_02.png,4.2,I47.png,9
I47_09_03.png,4.4,I47.png,9
I47_09_04.png,3.13,I47.png,9
I47_09_05.png,1.47,I47.png,9
I48_09_01.png,4.5,I48.png,9
I48_09_02.png,4.57,I48.png,9
I48_09_03.png,4.63,I48.png,9
I48_09_04.png,3.55,I48.png,9
I48_09_05.png,1.47,I48.png,9
I49_09_01.png,4.7,I49.png,9
I49_09_02.png,4.63,I49.png,9
I49_09_03.png,4.52,I49.png,9
I49_09_04.png,3.63,I49.png,9
I49_09_05.png,1.67,I49.png,9
I50_09_01.png,4.43,I50.png,9
I50_09_02.png,4.3,I50.png,9
I50_09_03.png,3.83,I50.png,9
I50_09_04.png,2.63,I50.png,9
I50_09_05.png,1.27,I50.png,9
I51_09_01.png,4.8,I51.png,9
I51_09_02.png,4.47,I51.png,9
I51_09_03.png,3.77,I51.png,9
I51_09_04.png,1.93,I51.png,9
I51_09_05.png,1.37,I51.png,9
I52_09_01.png,4.53,I52.png,9
I52_09_02.png,3.5,I52.png,9
I52_09_03.png,2.53,I52.png,9
I52_09_04.png,1.5,I52.png,9
I52_09_05.png,1.23,I52.png,9
I53_09_01.png,4.53,I53.png,9
I53_09_02.png,4.77,I53.png,9
I53_09_03.png,4.6,I53.png,9
I53_09_04.png,3.6,I53.png,9
I53_09_05.png,1.73,I53.png,9
I54_09_01.png,4.3,I54.png,9
I54_09_02.png,4.03,I54.png,9
I54_09_03.png,3.9,I54.png,9
I54_09_04.png,2.6,I54.png,9
I54_09_05.png,1.17,I54.png,9
I55_09_01.png,4.43,I55.png,9
I55_09_02.png,3.77,I55.png,9
I55_09_03.png,3.6,I55.png,9
I55_09_04.png,2.07,I55.png,9
I55_09_05.png,1.23,I55.png,9
I56_09_01.png,4.4,I56.png,9
I56_09_02.png,4.67,I56.png,9
I56_09_03.png,4.67,I56.png,9
I56_09_04.png,3.07,I56.png,9
I56_09_05.png,1.57,I56.png,9
I57_09_01.png,4.58,I57.png,9
I57_09_02.png,3.6,I57.png,9
I57_09_03.png,3.3,I57.png,9
I57_09_04.png,2.23,I57.png,9
I57_09_05.png,1.23,I57.png,9
I58_09_01.png,4.63,I58.png,9
I58_09_02.png,4.5,I58.png,9
I58_09_03.png,4.63,I58.png,9
I58_09_04.png,3.52,I58.png,9
I58_09_05.png,1.8,I58.png,9
I59_09_01.png,4.63,I59.png,9
I59_09_02.png,4.6,I59.png,9
I59_09_03.png,4.4,I59.png,9
I59_09_04.png,3.1,I59.png,9
I59_09_05.png,1.3,I59.png,9
I60_09_01.png,4.53,I60.png,9
I60_09_02.png,4.13,I60.png,9
I60_09_03.png,4.33,I60.png,9
I60_09_04.png,2.33,I60.png,9
I60_09_05.png,1.4,I60.png,9
I61_09_01.png,4.67,I61.png,9
I61_09_02.png,3.4,I61.png,9
I61_09_03.png,3.4,I61.png,9
I61_09_04.png,1.6,I61.png,9
I61_09_05.png,1.23,I61.png,9
I62_09_01.png,4.43,I62.png,9
I62_09_02.png,3.9,I62.png,9
I62_09_03.png,3.23,I62.png,9
I62_09_04.png,1.73,I62.png,9
I62_09_05.png,1.57,I62.png,9
I63_09_01.png,4.57,I63.png,9
I63_09_02.png,3.93,I63.png,9
I63_09_03.png,3.43,I63.png,9
I63_09_04.png,2,I63.png,9
I63_09_05.png,1.2,I63.png,9
I64_09_01.png,4.33,I64.png,9
I64_09_02.png,4.1,I64.png,9
I64_09_03.png,3.67,I64.png,9
I64_09_04.png,2.1,I64.png,9
I64_09_05.png,1.33,I64.png,9
I65_09_01.png,4.5,I65.png,9
I65_09_02.png,4.4,I65.png,9
I65_09_03.png,3.4,I65.png,9
I65_09_04.png,1.9,I65.png,9
I65_09_05.png,1.3,I65.png,9
I66_09_01.png,4.37,I66.png,9
I66_09_02.png,4.37,I66.png,9
I66_09_03.png,4.17,I66.png,9
I66_09_04.png,2.23,I66.png,9
I66_09_05.png,1.27,I66.png,9
I67_09_01.png,4.67,I67.png,9
I67_09_02.png,4.27,I67.png,9
I67_09_03.png,3.6,I67.png,9
I67_09_04.png,2.07,I67.png,9
I67_09_05.png,1.13,I67.png,9
I68_09_01.png,4.67,I68.png,9
I68_09_02.png,4.2,I68.png,9
I68_09_03.png,3.65,I68.png,9
I68_09_04.png,2.07,I68.png,9
I68_09_05.png,1.27,I68.png,9
I69_09_01.png,4.3,I69.png,9
I69_09_02.png,4.67,I69.png,9
I69_09_03.png,4.2,I69.png,9
I69_09_04.png,3.1,I69.png,9
I69_09_05.png,1.53,I69.png,9
I70_09_01.png,4.6,I70.png,9
I70_09_02.png,4.53,I70.png,9
I70_09_03.png,4.07,I70.png,9
I70_09_04.png,2.07,I70.png,9
I70_09_05.png,1.23,I70.png,9
I71_09_01.png,4.53,I71.png,9
I71_09_02.png,3.87,I71.png,9
I71_09_03.png,3.6,I71.png,9
I71_09_04.png,1.87,I71.png,9
I71_09_05.png,1.07,I71.png,9
I72_09_01.png,4.47,I72.png,9
I72_09_02.png,4.4,I72.png,9
I72_09_03.png,4.06,I72.png,9
I72_09_04.png,2.17,I72.png,9
I72_09_05.png,1.4,I72.png,9
I73_09_01.png,4.73,I73.png,9
I73_09_02.png,3.93,I73.png,9
I73_09_03.png,2.93,I73.png,9
I73_09_04.png,1.8,I73.png,9
I73_09_05.png,1.43,I73.png,9
I74_09_01.png,4.4,I74.png,9
I74_09_02.png,4.57,I74.png,9
I74_09_03.png,4.03,I74.png,9
I74_09_04.png,2.57,I74.png,9
I74_09_05.png,1.23,I74.png,9
I75_09_01.png,4.5,I75.png,9
I75_09_02.png,4.53,I75.png,9
I75_09_03.png,4.6,I75.png,9
I75_09_04.png,3.4,I75.png,9
I75_09_05.png,1.8,I75.png,9
I76_09_01.png,4.23,I76.png,9
I76_09_02.png,3.5,I76.png,9
I76_09_03.png,3.1,I76.png,9
I76_09_04.png,1.6,I76.png,9
I76_09_05.png,1.47,I76.png,9
I77_09_01.png,4.83,I77.png,9
I77_09_02.png,4.13,I77.png,9
I77_09_03.png,3.83,I77.png,9
I77_09_04.png,2.27,I77.png,9
I77_09_05.png,1.39,I77.png,9
I78_09_01.png,4.68,I78.png,9
I78_09_02.png,4.43,I78.png,9
I78_09_03.png,4,I78.png,9
I78_09_04.png,2.4,I78.png,9
I78_09_05.png,1.2,I78.png,9
I79_09_01.png,4.73,I79.png,9
I79_09_02.png,4.43,I79.png,9
I79_09_03.png,4.26,I79.png,9
I79_09_04.png,2.23,I79.png,9
I79_09_05.png,1.23,I79.png,9
I80_09_01.png,4.7,I80.png,9
I80_09_02.png,4.03,I80.png,9
I80_09_03.png,3.74,I80.png,9
I80_09_04.png,2.57,I80.png,9
I80_09_05.png,1.87,I80.png,9
I81_09_01.png,4.71,I81.png,9
I81_09_02.png,4.71,I81.png,9
I81_09_03.png,4.37,I81.png,9
I81_09_04.png,2.47,I81.png,9
I81_09_05.png,1.33,I81.png,9
I01_10_01.png,4.37,I01.png,10
I01_10_02.png,3.93,I01.png,10
I01_10_03.png,3.77,I01.png,10
I01_10_04.png,1.58,I01.png,10
I01_10_05.png,1.17,I01.png,10
I02_10_01.png,4.6,I02.png,10
I02_10_02.png,4.33,I02.png,10
I02_10_03.png,4.13,I02.png,10
I02_10_04.png,2.6,I02.png,10
I02_10_05.png,1.6,I02.png,10
I03_10_01.png,4.47,I03.png,10
I03_10_02.png,4.17,I03.png,10
I03_10_03.png,3.7,I03.png,10
I03_10_04.png,2.23,I03.png,10
I03_10_05.png,1.53,I03.png,10
I04_10_01.png,4.27,I04.png,10
I04_10_02.png,4.1,I04.png,10
I04_10_03.png,3.87,I04.png,10
I04_10_04.png,1.87,I04.png,10
I04_10_05.png,1.23,I04.png,10
I05_10_01.png,4.43,I05.png,10
I05_10_02.png,4.4,I05.png,10
I05_10_03.png,4.3,I05.png,10
I05_10_04.png,2.47,I05.png,10
I05_10_05.png,1.27,I05.png,10
I06_10_01.png,4.6,I06.png,10
I06_10_02.png,4.47,I06.png,10
I06_10_03.png,4.33,I06.png,10
I06_10_04.png,1.6,I06.png,10
I06_10_05.png,1.23,I06.png,10
I07_10_01.png,4.1,I07.png,10
I07_10_02.png,3.87,I07.png,10
I07_10_03.png,3.87,I07.png,10
I07_10_04.png,1.6,I07.png,10
I07_10_05.png,1.23,I07.png,10
I08_10_01.png,4.57,I08.png,10
I08_10_02.png,4.3,I08.png,10
I08_10_03.png,3.83,I08.png,10
I08_10_04.png,1.5,I08.png,10
I08_10_05.png,1.2,I08.png,10
I09_10_01.png,3.93,I09.png,10
I09_10_02.png,4.37,I09.png,10
I09_10_03.png,3.67,I09.png,10
I09_10_04.png,1.93,I09.png,10
I09_10_05.png,1.23,I09.png,10
I10_10_01.png,4.07,I10.png,10
I10_10_02.png,4.23,I10.png,10
I10_10_03.png,3.4,I10.png,10
I10_10_04.png,1.57,I10.png,10
I10_10_05.png,1.17,I10.png,10
I11_10_01.png,4.43,I11.png,10
I11_10_02.png,4.17,I11.png,10
I11_10_03.png,4.03,I11.png,10
I11_10_04.png,1.63,I11.png,10
I11_10_05.png,1.16,I11.png,10
I12_10_01.png,4.5,I12.png,10
I12_10_02.png,4.3,I12.png,10
I12_10_03.png,4,I12.png,10
I12_10_04.png,2.66,I12.png,10
I12_10_05.png,1.93,I12.png,10
I13_10_01.png,4.67,I13.png,10
I13_10_02.png,4.53,I13.png,10
I13_10_03.png,3.8,I13.png,10
I13_10_04.png,2.03,I13.png,10
I13_10_05.png,1.57,I13.png,10
I14_10_01.png,4.3,I14.png,10
I14_10_02.png,4.33,I14.png,10
I14_10_03.png,3.73,I14.png,10
I14_10_04.png,2.2,I14.png,10
I14_10_05.png,1.37,I14.png,10
I15_10_01.png,4,I15.png,10
I15_10_02.png,4.2,I15.png,10
I15_10_03.png,3.67,I15.png,10
I15_10_04.png,1.77,I15.png,10
I15_10_05.png,1.33,I15.png,10
I16_10_01.png,4,I16.png,10
I16_10_02.png,4.23,I16.png,10
I16_10_03.png,3.9,I16.png,10
I16_10_04.png,2.03,I16.png,10
I16_10_05.png,1.4,I16.png,10
I17_10_01.png,4.47,I17.png,10
I17_10_02.png,4.43,I17.png,10
I17_10_03.png,4.37,I17.png,10
I17_10_04.png,2.47,I17.png,10
I17_10_05.png,1.2,I17.png,10
I18_10_01.png,4.07,I18.png,10
I18_10_02.png,3.6,I18.png,10
I18_10_03.png,3.1,I18.png,10
I18_10_04.png,1.67,I18.png,10
I18_10_05.png,1.17,I18.png,10
I19_10_01.png,4,I19.png,10
I19_10_02.png,3.87,I19.png,10
I19_10_03.png,3.87,I19.png,10
I19_10_04.png,2.03,I19.png,10
I19_10_05.png,1.3,I19.png,10
I20_10_01.png,4.13,I20.png,10
I20_10_02.png,3.9,I20.png,10
I20_10_03.png,3.53,I20.png,10
I20_10_04.png,1.67,I20.png,10
I20_10_05.png,1.23,I20.png,10
I21_10_01.png,4.23,I21.png,10
I21_10_02.png,3.9,I21.png,10
I21_10_03.png,3.53,I21.png,10
I21_10_04.png,1.93,I21.png,10
I21_10_05.png,1.17,I21.png,10
I22_10_01.png,4.47,I22.png,10
I22_10_02.png,4.43,I22.png,10
I22_10_03.png,4.03,I22.png,10
I22_10_04.png,1.83,I22.png,10
I22_10_05.png,1.47,I22.png,10
I23_10_01.png,4.57,I23.png,10
I23_10_02.png,4.4,I23.png,10
I23_10_03.png,4.13,I23.png,10
I23_10_04.png,2.57,I23.png,10
I23_10_05.png,1.7,I23.png,10
I24_10_01.png,4.47,I24.png,10
I24_10_02.png,4.3,I24.png,10
I24_10_03.png,3.97,I24.png,10
I24_10_04.png,1.9,I24.png,10
I24_10_05.png,1.57,I24.png,10
I25_10_01.png,4.53,I25.png,10
I25_10_02.png,4.63,I25.png,10
I25_10_03.png,4.3,I25.png,10
I25_10_04.png,1.6,I25.png,10
I25_10_05.png,1.07,I25.png,10
I26_10_01.png,4.6,I26.png,10
I26_10_02.png,4.1,I26.png,10
I26_10_03.png,3.93,I26.png,10
I26_10_04.png,2.53,I26.png,10
I26_10_05.png,1.5,I26.png,10
I27_10_01.png,3.97,I27.png,10
I27_10_02.png,3.9,I27.png,10
I27_10_03.png,3.57,I27.png,10
I27_10_04.png,1.67,I27.png,10
I27_10_05.png,1.47,I27.png,10
I28_10_01.png,4.23,I28.png,10
I28_10_02.png,4.13,I28.png,10
I28_10_03.png,3.8,I28.png,10
I28_10_04.png,2.03,I28.png,10
I28_10_05.png,1.3,I28.png,10
I29_10_01.png,4.53,I29.png,10
I29_10_02.png,4.33,I29.png,10
I29_10_03.png,3.63,I29.png,10
I29_10_04.png,2,I29.png,10
I29_10_05.png,1.3,I29.png,10
I30_10_01.png,4.53,I30.png,10
I30_10_02.png,4.47,I30.png,10
I30_10_03.png,4.37,I30.png,10
I30_10_04.png,1.77,I30.png,10
I30_10_05.png,1.23,I30.png,10
I31_10_01.png,4.63,I31.png,10
I31_10_02.png,4.63,I31.png,10
I31_10_03.png,4.27,I31.png,10
I31_10_04.png,2.03,I31.png,10
I31_10_05.png,1.67,I31.png,10
I32_10_01.png,4.03,I32.png,10
I32_10_02.png,3.97,I32.png,10
I32_10_03.png,3.27,I32.png,10
I32_10_04.png,1.7,I32.png,10
I32_10_05.png,1.23,I32.png,10
I33_10_01.png,3.9,I33.png,10
I33_10_02.png,4.1,I33.png,10
I33_10_03.png,3.6,I33.png,10
I33_10_04.png,1.47,I33.png,10
I33_10_05.png,1.3,I33.png,10
I34_10_01.png,4.5,I34.png,10
I34_10_02.png,4.5,I34.png,10
I34_10_03.png,3.8,I34.png,10
I34_10_04.png,1.53,I34.png,10
I34_10_05.png,1.17,I34.png,10
I35_10_01.png,4.53,I35.png,10
I35_10_02.png,4.43,I35.png,10
I35_10_03.png,4.07,I35.png,10
I35_10_04.png,1.8,I35.png,10
I35_10_05.png,1.47,I35.png,10
I36_10_01.png,4.33,I36.png,10
I36_10_02.png,4.43,I36.png,10
I36_10_03.png,4.17,I36.png,10
I36_10_04.png,2.07,I36.png,10
I36_10_05.png,1.43,I36.png,10
I37_10_01.png,4.03,I37.png,10
I37_10_02.png,3.9,I37.png,10
I37_10_03.png,3.53,I37.png,10
I37_10_04.png,1.77,I37.png,10
I37_10_05.png,1.13,I37.png,10
I38_10_01.png,4.2,I38.png,10
